workerid,proliferate.condition,condition,first_response_value,item_number,item_type,lexicalization,response,sentence,trial_sequence_total,unique_id,wrong_attempts,error
11,Experiment Group,human,,,test,10,0.6,The man encloses the backyard,14,101,,
11,Experiment Group,ungrammatical,,,filler,1014,0.27,The secret protects lock the safe,15,1014,,
11,Experiment Group,nonhuman,,,test,4,0.8,The intricate competition routine includes Spanish flamenco,16,42,,
11,Experiment Group,grammatical,,,filler,1001,0.73,The gopher chases the fearful rabbit,17,1001,,
11,Experiment Group,grammatical,,,filler,1007,0.55,The librarian shelves the heavy book,18,1007,,
11,Experiment Group,ungrammatical,,,filler,1021,0.22,The broken fixes truck engineer the,19,1021,,
11,Experiment Group,nonhuman,,,test,8,0.74,The dedicated team totals eight athletes,20,82,,
11,Experiment Group,grammatical,,,filler,1012,0.74,The basket holds the expensive cheeses,21,1012,,
11,Experiment Group,human,,,test,6,0.22,The astronomer orbits the newly discovered planet,22,61,,
11,Experiment Group,ungrammatical,,,filler,1024,0.29,The blank the painter canvas admires,23,1024,,
11,Experiment Group,nonhuman,,,test,1,0.76,The new book consists of 10 passages,24,12,,
11,Experiment Group,ungrammatical,,,filler,1013,0.19,The messy cleans student room the,25,1013,,
11,Experiment Group,grammatical,,,filler,1008,0.76,The child plays the loud drums,26,1008,,
11,Experiment Group,grammatical,,,filler,1006,0.69,The horse chews the sweet apple,27,1006,,
11,Experiment Group,human,,,test,11,0.32,The queen spans the peaceful countryside,28,111,,
11,Experiment Group,grammatical,,,filler,1004,0.83,The monkey eats the ripe banana,29,1004,,
11,Experiment Group,grammatical,,,filler,1010,0.63,The editor mentors the stressed writer,30,1010,,
11,Experiment Group,ungrammatical,,,filler,1020,0.24,The valuable the shelf jewelry stores,31,1020,,
11,Experiment Group,nonhuman,,,test,3,0.85,The baked Alaska is composed of ice cream and meringue,32,32,,
11,Experiment Group,ungrammatical,,,filler,1015,0.1,The wet heats dryer the clothes,33,1015,,
11,Experiment Group,grammatical,,,filler,1002,0.82,The musician plays the lovely violin,34,1002,,
11,Experiment Group,ungrammatical,,,filler,1018,0.16,The dangerous mixes chemicals scientist the,35,1018,,
11,Experiment Group,nonhuman,,,test,12,0.73,The kitchen features the brick oven,36,122,,
46,Experiment Group,,,practice_good,practice_good,,0.96,,0,,0,
46,Experiment Group,,,practice_bad,practice_bad,,0.01,,0,,0,
46,Experiment Group,human,,,test,3,0.02,The baker is composed of ice cream and meringue,1,31,,
46,Experiment Group,grammatical,,,filler,1005,1,The wrecking ball demolishes the decrepit building,2,1005,,
46,Experiment Group,grammatical,,,filler,1006,0.99,The horse chews the sweet apple,3,1006,,
46,Experiment Group,nonhuman,,,test,6,0.97,The moon orbits the newly discovered planet,4,62,,
46,Experiment Group,ungrammatical,,,filler,1023,0.02,The acclaimed honors artists gala the,5,1023,,
46,Experiment Group,nonhuman,,,test,12,0.99,The kitchen features the brick oven,6,122,,
46,Experiment Group,ungrammatical,,,filler,1020,0.01,The valuable the shelf jewelry stores,7,1020,,
46,Experiment Group,grammatical,,,filler,1007,0.08,The librarian shelves the heavy book,8,1007,,
46,Experiment Group,human,,,test,4,0.97,The dancer includes Spanish flamenco ,9,41,,
46,Experiment Group,grammatical,,,filler,1003,0.99,The woman washes the dirty dishes,10,1003,,
46,Experiment Group,nonhuman,,,test,2,1,The jar contains all the marbles,11,22,,
46,Experiment Group,ungrammatical,,,filler,1021,0.01,The broken fixes truck engineer the,12,1021,,
46,Experiment Group,grammatical,,,filler,1008,0.82,The child plays the loud drums,13,1008,,
46,Experiment Group,human,,,test,7,0.97,The cartographer borders the coral reef,14,71,,
46,Experiment Group,ungrammatical,,,filler,1013,0,The messy cleans student room the,15,1013,,
46,Experiment Group,human,,,test,11,0.43,The queen spans the peaceful countryside,16,111,,
46,Experiment Group,grammatical,,,filler,1011,0.99,The hammer smashes the fragile glass,17,1011,,
46,Experiment Group,ungrammatical,,,filler,1018,0.02,The dangerous mixes chemicals scientist the,18,1018,,
46,Experiment Group,ungrammatical,,,filler,1014,0.01,The secret protects lock the safe,19,1014,,
46,Experiment Group,grammatical,,,filler,1004,0.99,The monkey eats the ripe banana,20,1004,,
46,Experiment Group,nonhuman,,,test,1,0.99,The new book consists of 10 passages,21,12,,
46,Experiment Group,ungrammatical,,,filler,1024,0.01,The blank the painter canvas admires,22,1024,,
46,Experiment Group,human,,,test,5,0.99,The environmentalist runs on clean energy,23,51,,
46,Experiment Group,ungrammatical,,,filler,1022,0.02,The dying the cable computer charges,24,1022,,
46,Experiment Group,grammatical,,,filler,1012,0.98,The basket holds the expensive cheeses,25,1012,,
46,Experiment Group,ungrammatical,,,filler,1015,0.01,The wet heats dryer the clothes,26,1015,,
46,Experiment Group,human,,,test,10,0.42,The man encloses the backyard,27,101,,
46,Experiment Group,grammatical,,,filler,1001,0.99,The gopher chases the fearful rabbit,28,1001,,
46,Experiment Group,grammatical,,,filler,1009,1,The knight protects the guarded fortress,29,1009,,
46,Experiment Group,nonhuman,,,test,8,0.98,The dedicated team totals eight athletes,30,82,,
46,Experiment Group,ungrammatical,,,filler,1016,0.02,The sore the athlete massages muscles,31,1016,,
46,Experiment Group,ungrammatical,,,filler,1017,0.01,The steady the sails captain ship,32,1017,,
46,Experiment Group,grammatical,,,filler,1002,0.99,The musician plays the lovely violin,33,1002,,
46,Experiment Group,ungrammatical,,,filler,1019,0.01,The difficult grades exam assistant the teaching,34,1019,,
46,Experiment Group,nonhuman,,,test,9,0.98,The new dormitory houses only international students,35,92,,
46,Experiment Group,grammatical,,,filler,1010,0.98,The editor mentors the stressed writer,36,1010,,
15,Experiment Group,,,practice_good,practice_good,,0.98,,0,,0,
15,Experiment Group,,,practice_bad,practice_bad,,0,,0,,0,
15,Experiment Group,human,,,test,10,0.84,The man encloses the backyard,1,101,,
15,Experiment Group,ungrammatical,,,filler,1013,0,The messy cleans student room the,2,1013,,
15,Experiment Group,ungrammatical,,,filler,1017,0,The steady the sails captain ship,3,1017,,
15,Experiment Group,nonhuman,,,test,4,0.74,The intricate competition routine includes Spanish flamenco,4,42,,
15,Experiment Group,grammatical,,,filler,1005,0.99,The wrecking ball demolishes the decrepit building,5,1005,,
15,Experiment Group,grammatical,,,filler,1009,1,The knight protects the guarded fortress,6,1009,,
15,Experiment Group,human,,,test,3,0,The baker is composed of ice cream and meringue,7,31,,
15,Experiment Group,grammatical,,,filler,1002,0.84,The musician plays the lovely violin,8,1002,,
15,Experiment Group,grammatical,,,filler,1004,0.97,The monkey eats the ripe banana,9,1004,,
15,Experiment Group,human,,,test,9,1,The girls house only international students,10,91,,
15,Experiment Group,grammatical,,,filler,1003,1,The woman washes the dirty dishes,11,1003,,
15,Experiment Group,ungrammatical,,,filler,1023,0,The acclaimed honors artists gala the,12,1023,,
15,Experiment Group,nonhuman,,,test,11,1,The mountain territories span the peaceful countryside,13,112,,
15,Experiment Group,grammatical,,,filler,1010,1,The editor mentors the stressed writer,14,1010,,
15,Experiment Group,grammatical,,,filler,1012,0.98,The basket holds the expensive cheeses,15,1012,,
15,Experiment Group,nonhuman,,,test,8,0.88,The dedicated team totals eight athletes,16,82,,
15,Experiment Group,ungrammatical,,,filler,1015,0.02,The wet heats dryer the clothes,17,1015,,
15,Experiment Group,human,,,test,5,0.29,The environmentalist runs on clean energy,18,51,,
15,Experiment Group,ungrammatical,,,filler,1016,0,The sore the athlete massages muscles,19,1016,,
15,Experiment Group,ungrammatical,,,filler,1022,0,The dying the cable computer charges,20,1022,,
15,Experiment Group,ungrammatical,,,filler,1019,0,The difficult grades exam assistant the teaching,21,1019,,
15,Experiment Group,human,,,test,1,0.2,The author consists of 10 passages,22,11,,
15,Experiment Group,grammatical,,,filler,1001,1,The gopher chases the fearful rabbit,23,1001,,
15,Experiment Group,ungrammatical,,,filler,1018,0,The dangerous mixes chemicals scientist the,24,1018,,
15,Experiment Group,human,,,test,7,0.86,The cartographer borders the coral reef,25,71,,
15,Experiment Group,grammatical,,,filler,1006,1,The horse chews the sweet apple,26,1006,,
15,Experiment Group,nonhuman,,,test,12,1,The kitchen features the brick oven,27,122,,
15,Experiment Group,ungrammatical,,,filler,1021,0,The broken fixes truck engineer the,28,1021,,
15,Experiment Group,ungrammatical,,,filler,1020,0,The valuable the shelf jewelry stores,29,1020,,
15,Experiment Group,nonhuman,,,test,6,0.99,The moon orbits the newly discovered planet,30,62,,
15,Experiment Group,ungrammatical,,,filler,1024,0,The blank the painter canvas admires,31,1024,,
15,Experiment Group,grammatical,,,filler,1008,1,The child plays the loud drums,32,1008,,
15,Experiment Group,ungrammatical,,,filler,1014,0,The secret protects lock the safe,33,1014,,
15,Experiment Group,grammatical,,,filler,1007,1,The librarian shelves the heavy book,34,1007,,
15,Experiment Group,nonhuman,,,test,2,1,The jar contains all the marbles,35,22,,
15,Experiment Group,grammatical,,,filler,1011,1,The hammer smashes the fragile glass,36,1011,,
23,Experiment Group,,,practice_good,practice_good,,1,,0,,0,
23,Experiment Group,,,practice_bad,practice_bad,,0.02,,0,,0,
23,Experiment Group,grammatical,,,filler,1008,1,The child plays the loud drums,1,1008,,
23,Experiment Group,ungrammatical,,,filler,1017,0.01,The steady the sails captain ship,2,1017,,
23,Experiment Group,grammatical,,,filler,1005,0.98,The wrecking ball demolishes the decrepit building,3,1005,,
23,Experiment Group,human,,,test,12,0.85,The chef features the brick oven,4,121,,
23,Experiment Group,ungrammatical,,,filler,1019,0.01,The difficult grades exam assistant the teaching,5,1019,,
23,Experiment Group,nonhuman,,,test,10,0.98,The old fence encloses the backyard,6,102,,
23,Experiment Group,grammatical,,,filler,1010,0.97,The editor mentors the stressed writer,7,1010,,
23,Experiment Group,grammatical,,,filler,1012,0.98,The basket holds the expensive cheeses,8,1012,,
23,Experiment Group,grammatical,,,filler,1001,0.98,The gopher chases the fearful rabbit,9,1001,,
23,Experiment Group,human,,,test,9,1,The girls house only international students,10,91,,
23,Experiment Group,grammatical,,,filler,1007,0.99,The librarian shelves the heavy book,11,1007,,
23,Experiment Group,human,,,test,3,0.04,The baker is composed of ice cream and meringue,12,31,,
23,Experiment Group,grammatical,,,filler,1006,0.98,The horse chews the sweet apple,13,1006,,
23,Experiment Group,nonhuman,,,test,8,0.98,The dedicated team totals eight athletes,14,82,,
23,Experiment Group,ungrammatical,,,filler,1016,0.02,The sore the athlete massages muscles,15,1016,,
23,Experiment Group,nonhuman,,,test,2,0.99,The jar contains all the marbles,16,22,,
23,Experiment Group,ungrammatical,,,filler,1021,0.01,The broken fixes truck engineer the,17,1021,,
23,Experiment Group,human,,,test,5,0.68,The environmentalist runs on clean energy,18,51,,
23,Experiment Group,ungrammatical,,,filler,1013,0.01,The messy cleans student room the,19,1013,,
23,Experiment Group,human,,,test,6,0.98,The astronomer orbits the newly discovered planet,20,61,,
23,Experiment Group,ungrammatical,,,filler,1015,0.02,The wet heats dryer the clothes,21,1015,,
23,Experiment Group,grammatical,,,filler,1011,0.99,The hammer smashes the fragile glass,22,1011,,
23,Experiment Group,ungrammatical,,,filler,1023,0.03,The acclaimed honors artists gala the,23,1023,,
23,Experiment Group,ungrammatical,,,filler,1014,0.2,The secret protects lock the safe,24,1014,,
23,Experiment Group,nonhuman,,,test,4,1,The intricate competition routine includes Spanish flamenco,25,42,,
23,Experiment Group,grammatical,,,filler,1003,0.98,The woman washes the dirty dishes,26,1003,,
23,Experiment Group,grammatical,,,filler,1002,1,The musician plays the lovely violin,27,1002,,
23,Experiment Group,nonhuman,,,test,11,1,The mountain territories span the peaceful countryside,28,112,,
23,Experiment Group,ungrammatical,,,filler,1018,0.01,The dangerous mixes chemicals scientist the,29,1018,,
23,Experiment Group,grammatical,,,filler,1009,1,The knight protects the guarded fortress,30,1009,,
23,Experiment Group,nonhuman,,,test,1,0.99,The new book consists of 10 passages,31,12,,
23,Experiment Group,ungrammatical,,,filler,1020,0.03,The valuable the shelf jewelry stores,32,1020,,
23,Experiment Group,human,,,test,7,0.66,The cartographer borders the coral reef,33,71,,
23,Experiment Group,ungrammatical,,,filler,1022,0.01,The dying the cable computer charges,34,1022,,
23,Experiment Group,grammatical,,,filler,1004,0.99,The monkey eats the ripe banana,35,1004,,
23,Experiment Group,ungrammatical,,,filler,1024,0,The blank the painter canvas admires,36,1024,,
33,Experiment Group,,,practice_good,practice_good,,1,,0,,0,
33,Experiment Group,,,practice_bad,practice_bad,,0,,0,,0,
33,Experiment Group,grammatical,,,filler,1006,1,The horse chews the sweet apple,1,1006,,
33,Experiment Group,ungrammatical,,,filler,1019,0,The difficult grades exam assistant the teaching,2,1019,,
33,Experiment Group,human,,,test,1,0.05,The author consists of 10 passages,3,11,,
33,Experiment Group,grammatical,,,filler,1001,0.96,The gopher chases the fearful rabbit,4,1001,,
33,Experiment Group,grammatical,,,filler,1002,0.89,The musician plays the lovely violin,5,1002,,
33,Experiment Group,nonhuman,,,test,2,1,The jar contains all the marbles,6,22,,
33,Experiment Group,grammatical,,,filler,1003,1,The woman washes the dirty dishes,7,1003,,
33,Experiment Group,human,,,test,5,0.05,The environmentalist runs on clean energy,8,51,,
33,Experiment Group,grammatical,,,filler,1010,0.95,The editor mentors the stressed writer,9,1010,,
33,Experiment Group,human,,,test,8,0,The coach totals eight athletes,10,81,,
33,Experiment Group,grammatical,,,filler,1008,1,The child plays the loud drums,11,1008,,
33,Experiment Group,nonhuman,,,test,12,0.51,The kitchen features the brick oven,12,122,,
33,Experiment Group,ungrammatical,,,filler,1015,0,The wet heats dryer the clothes,13,1015,,
33,Experiment Group,ungrammatical,,,filler,1021,0,The broken fixes truck engineer the,14,1021,,
33,Experiment Group,human,,,test,4,0.64,The dancer includes Spanish flamenco ,15,41,,
33,Experiment Group,ungrammatical,,,filler,1013,0.04,The messy cleans student room the,16,1013,,
33,Experiment Group,ungrammatical,,,filler,1014,0.18,The secret protects lock the safe,17,1014,,
33,Experiment Group,ungrammatical,,,filler,1018,0,The dangerous mixes chemicals scientist the,18,1018,,
33,Experiment Group,human,,,test,11,0.59,The queen spans the peaceful countryside,19,111,,
33,Experiment Group,grammatical,,,filler,1012,0.93,The basket holds the expensive cheeses,20,1012,,
33,Experiment Group,nonhuman,,,test,10,1,The old fence encloses the backyard,21,102,,
33,Experiment Group,ungrammatical,,,filler,1022,0.06,The dying the cable computer charges,22,1022,,
33,Experiment Group,grammatical,,,filler,1007,1,The librarian shelves the heavy book,23,1007,,
33,Experiment Group,nonhuman,,,test,9,1,The new dormitory houses only international students,24,92,,
33,Experiment Group,ungrammatical,,,filler,1016,0.04,The sore the athlete massages muscles,25,1016,,
33,Experiment Group,ungrammatical,,,filler,1024,0.09,The blank the painter canvas admires,26,1024,,
33,Experiment Group,ungrammatical,,,filler,1020,0.07,The valuable the shelf jewelry stores,27,1020,,
33,Experiment Group,grammatical,,,filler,1004,1,The monkey eats the ripe banana,28,1004,,
33,Experiment Group,grammatical,,,filler,1009,0.72,The knight protects the guarded fortress,29,1009,,
33,Experiment Group,nonhuman,,,test,6,0.5,The moon orbits the newly discovered planet,30,62,,
33,Experiment Group,grammatical,,,filler,1005,0.7,The wrecking ball demolishes the decrepit building,31,1005,,
33,Experiment Group,nonhuman,,,test,3,0.92,The baked Alaska is composed of ice cream and meringue,32,32,,
33,Experiment Group,grammatical,,,filler,1011,0.92,The hammer smashes the fragile glass,33,1011,,
33,Experiment Group,human,,,test,7,0.22,The cartographer borders the coral reef,34,71,,
33,Experiment Group,ungrammatical,,,filler,1017,0,The steady the sails captain ship,35,1017,,
33,Experiment Group,ungrammatical,,,filler,1023,0,The acclaimed honors artists gala the,36,1023,,
4,Experiment Group,,,practice_good,practice_good,,0.99,,0,,0,
4,Experiment Group,,,practice_bad,practice_bad,,0,,0,,0,
4,Experiment Group,nonhuman,,,test,4,0.89,The intricate competition routine includes Spanish flamenco,1,42,,
4,Experiment Group,grammatical,,,filler,1012,0.56,The basket holds the expensive cheeses,2,1012,,
4,Experiment Group,nonhuman,,,test,11,0.75,The mountain territories span the peaceful countryside,3,112,,
4,Experiment Group,grammatical,,,filler,1007,0.52,The librarian shelves the heavy book,4,1007,,
4,Experiment Group,nonhuman,,,test,6,0.66,The moon orbits the newly discovered planet,5,62,,
4,Experiment Group,ungrammatical,,,filler,1019,0,The difficult grades exam assistant the teaching,6,1019,,
4,Experiment Group,grammatical,,,filler,1008,0.99,The child plays the loud drums,7,1008,,
4,Experiment Group,grammatical,,,filler,1010,0.97,The editor mentors the stressed writer,8,1010,,
4,Experiment Group,human,,,test,12,0.01,The chef features the brick oven,9,121,,
4,Experiment Group,grammatical,,,filler,1003,0.99,The woman washes the dirty dishes,10,1003,,
4,Experiment Group,ungrammatical,,,filler,1023,0,The acclaimed honors artists gala the,11,1023,,
4,Experiment Group,ungrammatical,,,filler,1014,0.02,The secret protects lock the safe,12,1014,,
4,Experiment Group,human,,,test,9,0.02,The girls house only international students,13,91,,
4,Experiment Group,ungrammatical,,,filler,1018,0,The dangerous mixes chemicals scientist the,14,1018,,
4,Experiment Group,grammatical,,,filler,1002,0.99,The musician plays the lovely violin,15,1002,,
4,Experiment Group,ungrammatical,,,filler,1016,0.01,The sore the athlete massages muscles,16,1016,,
4,Experiment Group,nonhuman,,,test,3,0.98,The baked Alaska is composed of ice cream and meringue,17,32,,
4,Experiment Group,ungrammatical,,,filler,1013,0.01,The messy cleans student room the,18,1013,,
4,Experiment Group,human,,,test,1,0.01,The author consists of 10 passages,19,11,,
4,Experiment Group,grammatical,,,filler,1001,0.99,The gopher chases the fearful rabbit,20,1001,,
4,Experiment Group,grammatical,,,filler,1011,0.98,The hammer smashes the fragile glass,21,1011,,
4,Experiment Group,ungrammatical,,,filler,1015,0.01,The wet heats dryer the clothes,22,1015,,
4,Experiment Group,nonhuman,,,test,8,0.99,The dedicated team totals eight athletes,23,82,,
4,Experiment Group,grammatical,,,filler,1006,0.99,The horse chews the sweet apple,24,1006,,
4,Experiment Group,ungrammatical,,,filler,1020,0.01,The valuable the shelf jewelry stores,25,1020,,
4,Experiment Group,ungrammatical,,,filler,1017,0.01,The steady the sails captain ship,26,1017,,
4,Experiment Group,ungrammatical,,,filler,1024,0,The blank the painter canvas admires,27,1024,,
4,Experiment Group,nonhuman,,,test,7,0.98,The new island borders the coral reef,28,72,,
4,Experiment Group,grammatical,,,filler,1005,0.99,The wrecking ball demolishes the decrepit building,29,1005,,
4,Experiment Group,human,,,test,5,0.22,The environmentalist runs on clean energy,30,51,,
4,Experiment Group,ungrammatical,,,filler,1022,0.01,The dying the cable computer charges,31,1022,,
4,Experiment Group,grammatical,,,filler,1004,0.98,The monkey eats the ripe banana,32,1004,,
4,Experiment Group,ungrammatical,,,filler,1021,0,The broken fixes truck engineer the,33,1021,,
4,Experiment Group,human,,,test,10,0.99,The man encloses the backyard,34,101,,
4,Experiment Group,grammatical,,,filler,1009,0.99,The knight protects the guarded fortress,35,1009,,
4,Experiment Group,human,,,test,2,0.01,The girl contains all the marbles,36,21,,
39,Experiment Group,,0.42,practice_good,practice_good,,0.66,,0,,1,
39,Experiment Group,,,practice_bad,practice_bad,,0.04,,0,,0,
39,Experiment Group,nonhuman,,,test,3,0.89,The baked Alaska is composed of ice cream and meringue,1,32,,
39,Experiment Group,ungrammatical,,,filler,1020,0,The valuable the shelf jewelry stores,2,1020,,
39,Experiment Group,human,,,test,10,0.08,The man encloses the backyard,3,101,,
39,Experiment Group,grammatical,,,filler,1011,0.95,The hammer smashes the fragile glass,4,1011,,
39,Experiment Group,grammatical,,,filler,1010,0.96,The editor mentors the stressed writer,5,1010,,
39,Experiment Group,grammatical,,,filler,1005,0.93,The wrecking ball demolishes the decrepit building,6,1005,,
39,Experiment Group,ungrammatical,,,filler,1021,0.01,The broken fixes truck engineer the,7,1021,,
39,Experiment Group,human,,,test,6,0.99,The astronomer orbits the newly discovered planet,8,61,,
39,Experiment Group,grammatical,,,filler,1003,0.96,The woman washes the dirty dishes,9,1003,,
39,Experiment Group,human,,,test,7,0.5,The cartographer borders the coral reef,10,71,,
39,Experiment Group,grammatical,,,filler,1009,0.96,The knight protects the guarded fortress,11,1009,,
39,Experiment Group,nonhuman,,,test,5,0.94,The car runs on clean energy,12,52,,
39,Experiment Group,ungrammatical,,,filler,1014,0,The secret protects lock the safe,13,1014,,
39,Experiment Group,human,,,test,4,0.96,The dancer includes Spanish flamenco ,14,41,,
39,Experiment Group,ungrammatical,,,filler,1017,0.02,The steady the sails captain ship,15,1017,,
39,Experiment Group,nonhuman,,,test,8,0.46,The dedicated team totals eight athletes,16,82,,
39,Experiment Group,ungrammatical,,,filler,1018,0.02,The dangerous mixes chemicals scientist the,17,1018,,
39,Experiment Group,ungrammatical,,,filler,1024,0.01,The blank the painter canvas admires,18,1024,,
39,Experiment Group,nonhuman,,,test,11,0.05,The mountain territories span the peaceful countryside,19,112,,
39,Experiment Group,ungrammatical,,,filler,1015,0.39,The wet heats dryer the clothes,20,1015,,
39,Experiment Group,ungrammatical,,,filler,1019,0.01,The difficult grades exam assistant the teaching,21,1019,,
39,Experiment Group,human,,,test,1,0.99,The author consists of 10 passages,22,11,,
39,Experiment Group,grammatical,,,filler,1004,0.94,The monkey eats the ripe banana,23,1004,,
39,Experiment Group,ungrammatical,,,filler,1016,0.96,The sore the athlete massages muscles,24,1016,,
39,Experiment Group,ungrammatical,,,filler,1023,0.05,The acclaimed honors artists gala the,25,1023,,
39,Experiment Group,human,,,test,9,0.02,The girls house only international students,26,91,,
39,Experiment Group,grammatical,,,filler,1002,0.97,The musician plays the lovely violin,27,1002,,
39,Experiment Group,grammatical,,,filler,1012,0.97,The basket holds the expensive cheeses,28,1012,,
39,Experiment Group,grammatical,,,filler,1008,0.97,The child plays the loud drums,29,1008,,
39,Experiment Group,nonhuman,,,test,2,1,The jar contains all the marbles,30,22,,
39,Experiment Group,grammatical,,,filler,1006,0.99,The horse chews the sweet apple,31,1006,,
39,Experiment Group,grammatical,,,filler,1007,0.9,The librarian shelves the heavy book,32,1007,,
39,Experiment Group,grammatical,,,filler,1001,0.99,The gopher chases the fearful rabbit,33,1001,,
39,Experiment Group,ungrammatical,,,filler,1013,0.12,The messy cleans student room the,34,1013,,
39,Experiment Group,ungrammatical,,,filler,1022,0.08,The dying the cable computer charges,35,1022,,
39,Experiment Group,nonhuman,,,test,12,0.93,The kitchen features the brick oven,36,122,,
5,Experiment Group,,,practice_good,practice_good,,0.95,,0,,0,
5,Experiment Group,,,practice_bad,practice_bad,,0.03,,0,,0,
5,Experiment Group,human,,,test,7,0.09,The cartographer borders the coral reef,1,71,,
5,Experiment Group,grammatical,,,filler,1001,0.91,The gopher chases the fearful rabbit,2,1001,,
5,Experiment Group,human,,,test,9,0.29,The girls house only international students,3,91,,
5,Experiment Group,ungrammatical,,,filler,1022,0.14,The dying the cable computer charges,4,1022,,
5,Experiment Group,grammatical,,,filler,1006,0.99,The horse chews the sweet apple,5,1006,,
5,Experiment Group,grammatical,,,filler,1005,1,The wrecking ball demolishes the decrepit building,6,1005,,
5,Experiment Group,nonhuman,,,test,10,0.99,The old fence encloses the backyard,7,102,,
5,Experiment Group,ungrammatical,,,filler,1018,0.02,The dangerous mixes chemicals scientist the,8,1018,,
5,Experiment Group,nonhuman,,,test,6,0.97,The moon orbits the newly discovered planet,9,62,,
5,Experiment Group,grammatical,,,filler,1011,0.97,The hammer smashes the fragile glass,10,1011,,
5,Experiment Group,nonhuman,,,test,8,0.62,The dedicated team totals eight athletes,11,82,,
5,Experiment Group,ungrammatical,,,filler,1014,0.22,The secret protects lock the safe,12,1014,,
5,Experiment Group,ungrammatical,,,filler,1015,0.12,The wet heats dryer the clothes,13,1015,,
5,Experiment Group,grammatical,,,filler,1009,1,The knight protects the guarded fortress,14,1009,,
5,Experiment Group,human,,,test,12,0.18,The chef features the brick oven,15,121,,
5,Experiment Group,grammatical,,,filler,1002,1,The musician plays the lovely violin,16,1002,,
5,Experiment Group,ungrammatical,,,filler,1013,0.01,The messy cleans student room the,17,1013,,
5,Experiment Group,nonhuman,,,test,1,1,The new book consists of 10 passages,18,12,,
5,Experiment Group,ungrammatical,,,filler,1016,0.04,The sore the athlete massages muscles,19,1016,,
5,Experiment Group,human,,,test,3,0.31,The baker is composed of ice cream and meringue,20,31,,
5,Experiment Group,ungrammatical,,,filler,1020,0.1,The valuable the shelf jewelry stores,21,1020,,
5,Experiment Group,human,,,test,4,0.56,The dancer includes Spanish flamenco ,22,41,,
5,Experiment Group,ungrammatical,,,filler,1017,0.12,The steady the sails captain ship,23,1017,,
5,Experiment Group,human,,,test,11,0.21,The queen spans the peaceful countryside,24,111,,
5,Experiment Group,ungrammatical,,,filler,1019,0.15,The difficult grades exam assistant the teaching,25,1019,,
5,Experiment Group,grammatical,,,filler,1004,0.99,The monkey eats the ripe banana,26,1004,,
5,Experiment Group,nonhuman,,,test,2,0.98,The jar contains all the marbles,27,22,,
5,Experiment Group,grammatical,,,filler,1007,0.99,The librarian shelves the heavy book,28,1007,,
5,Experiment Group,grammatical,,,filler,1003,0.99,The woman washes the dirty dishes,29,1003,,
5,Experiment Group,grammatical,,,filler,1010,1,The editor mentors the stressed writer,30,1010,,
5,Experiment Group,ungrammatical,,,filler,1024,0.18,The blank the painter canvas admires,31,1024,,
5,Experiment Group,grammatical,,,filler,1008,1,The child plays the loud drums,32,1008,,
5,Experiment Group,grammatical,,,filler,1012,0.9,The basket holds the expensive cheeses,33,1012,,
5,Experiment Group,ungrammatical,,,filler,1023,0.14,The acclaimed honors artists gala the,34,1023,,
5,Experiment Group,nonhuman,,,test,5,1,The car runs on clean energy,35,52,,
5,Experiment Group,ungrammatical,,,filler,1021,0.04,The broken fixes truck engineer the,36,1021,,
19,Experiment Group,,,practice_good,practice_good,,0.65,,0,,0,
19,Experiment Group,,,practice_bad,practice_bad,,0.03,,0,,0,
19,Experiment Group,nonhuman,,,test,1,0.96,The new book consists of 10 passages,1,12,,
19,Experiment Group,ungrammatical,,,filler,1013,0.01,The messy cleans student room the,2,1013,,
19,Experiment Group,nonhuman,,,test,2,0.96,The jar contains all the marbles,3,22,,
19,Experiment Group,grammatical,,,filler,1003,0.95,The woman washes the dirty dishes,4,1003,,
19,Experiment Group,ungrammatical,,,filler,1017,0.04,The steady the sails captain ship,5,1017,,
19,Experiment Group,grammatical,,,filler,1009,0.96,The knight protects the guarded fortress,6,1009,,
19,Experiment Group,nonhuman,,,test,9,0.97,The new dormitory houses only international students,7,92,,
19,Experiment Group,ungrammatical,,,filler,1016,0.02,The sore the athlete massages muscles,8,1016,,
19,Experiment Group,human,,,test,12,0.1,The chef features the brick oven,9,121,,
19,Experiment Group,ungrammatical,,,filler,1019,0.01,The difficult grades exam assistant the teaching,10,1019,,
19,Experiment Group,human,,,test,8,0.13,The coach totals eight athletes,11,81,,
19,Experiment Group,grammatical,,,filler,1007,0.66,The librarian shelves the heavy book,12,1007,,
19,Experiment Group,grammatical,,,filler,1010,0.94,The editor mentors the stressed writer,13,1010,,
19,Experiment Group,ungrammatical,,,filler,1015,0.02,The wet heats dryer the clothes,14,1015,,
19,Experiment Group,ungrammatical,,,filler,1024,0.01,The blank the painter canvas admires,15,1024,,
19,Experiment Group,human,,,test,4,0.91,The dancer includes Spanish flamenco ,16,41,,
19,Experiment Group,grammatical,,,filler,1006,0.97,The horse chews the sweet apple,17,1006,,
19,Experiment Group,human,,,test,3,0.02,The baker is composed of ice cream and meringue,18,31,,
19,Experiment Group,grammatical,,,filler,1011,0.98,The hammer smashes the fragile glass,19,1011,,
19,Experiment Group,ungrammatical,,,filler,1018,0.01,The dangerous mixes chemicals scientist the,20,1018,,
19,Experiment Group,human,,,test,7,0.77,The cartographer borders the coral reef,21,71,,
19,Experiment Group,grammatical,,,filler,1008,0.99,The child plays the loud drums,22,1008,,
